applicant_ID,applicant_score,density
0,2.0,15172
1,1.892709159626884,12456
2,1.7916666282065918,10061
3,1.6964801101367704,8250
4,1.6067837064344037,6757
5,1.522236020841224,5436
6,1.442518410177724,4681
7,1.367333367327824,3867
8,1.2964030262225226,3198
9,1.2294677790887618,2666
10,1.166284997048393,2313
11,1.1066278458980352,1947
12,1.0502841895813335,1666
13,0.997055574485901,1420
14,0.9467562882642461,1194
15,0.8992124873955358,1010
16,0.8542613881781692,876
17,0.8117505162753781,860
18,0.7715370103315307,723
19,0.7334869755383984,608
20,0.6974748833617719,592
21,0.663383013941776,527
22,0.6311009379579405,487
23,0.6005250350043729,410
24,0.5715580457536372,377
25,0.5441086554017187,392
26,0.5180911060827094,314
27,0.49342483612183247,292
28,0.4700341441608015,274
29,0.447847876341289,245
30,0.4267991348718413,224
31,0.4068250064317694,228
32,0.3878663089834963,210
33,0.3698673556732718,216
34,0.3527757346000111,169
35,0.33654210332384976,161
36,0.32111999707065425,154
37,0.30646564966661816,148
38,0.2925378263089466,133
39,0.2792976673447797,136
40,0.2667085422916128,146
41,0.25473591338874174,119
42,0.24334720802127238,99
43,0.2325116994061721,127
44,0.22220039497416882,104
45,0.2123859319222005,95
46,0.20304247944894616,93
47,0.1941456472209056,103
48,0.18567239964881868,103
49,0.17760097558409924,101
50,0.16991081307261632,91
51,0.16258247882874227,84
52,0.15559760211629278,97
53,0.14893881274491383,89
54,0.14258968291081356,69
55,0.13653467262955768,93
56,0.1307590785261247,90
57,0.12524898576359145,83
58,0.11999122290684887,78
59,0.11497331953166996,67
60,0.11018346640238802,77
61,0.10561047805343976,81
62,0.10124375762118028,73
63,0.09707326378272074,68
64,0.09308947966816794,67
65,0.08928338362157433,79
66,0.08564642169422879,58
67,0.08217048176163352,70
68,0.07884786916271422,64
69,0.07567128376648741,58
70,0.07263379837764157,66
71,0.06972883839827733,56
72,0.06695016266845241,43
73,0.0642918454131986,58
74,0.06174825922836404,42
75,0.059314059041994376,56
76,0.056984166992036886,66
77,0.05475375816494015,57
78,0.052618247143264525,54
79,0.05057327531371189,54
80,0.04861469889006777,58
81,0.04673857760841831,46
82,0.044941164054690654,52
83,0.04321889358706793,51
84,0.04156837481817169,58
85,0.039986380624090774,64
86,0.03846983964937774,57
87,0.03701582827904411,66
88,0.03562156305037097,51
89,0.034284393479021666,52
90,0.03300179527550448,61
91,0.03177136392949404,41
92,0.03059080864088876,51
93,0.02945794657776065,51
94,0.028370697442552793,53
95,0.027327078329001303,57
96,0.026325198853310392,58
97,0.025363256544094017,71
98,0.024439532476520056,42
99,0.02355238713695806,45
100,0.022700256505242832,56
101,0.021881648342426695,48
102,0.021095138672605873,52
103,0.020339368448076288,49
104,0.019613040387701227,47
105,0.018914915978963446,59
106,0.018243812634726655,56
107,0.017598600996250737,49
108,0.01697820237449334,50
109,0.016381586322188228,54
110,0.015807768329621077,66
111,0.015255807637428022,49
112,0.01472480516012253,50
113,0.01421390151441337,46
114,0.013722275146712396,41
115,0.013249140554547017,41
116,0.012793746596889474,54
117,0.012355374888694513,59
118,0.01193333827520056,52
119,0.011526979381796624,54
120,0.01113566923549084,39
121,0.010758805954235916,63
122,0.01039581350057329,43
123,0.010046140496252949,54
124,0.009709259094668526,52
125,0.009384663908121352,50
126,0.00907187098708899,47
127,0.008770416848827423,58
128,0.008479857552781817,44
129,0.008199767820415928,55
130,0.007929740197199933,44
131,0.0076693842546176815,58
132,0.0074183258301684695,44
133,0.0071762063034474174,55
134,0.006942681906489845,57
135,0.006717423066661513,58
136,0.006500113780467986,51
137,0.006290451016741583,44
138,0.006088144147745998,54
139,0.005892914406815054,67
140,0.00570449437121438,52
141,0.0055226274689835035,49
142,0.005347067508580153,50
143,0.005177578230209714,52
144,0.005013932877780876,42
145,0.004855913790482706,50
146,0.004703312013030219,49
147,0.004555926923674576,55
148,0.004413565879119766,44
149,0.00427604387553196,43
150,0.004143183224868696,45
151,0.004014813245794293,44
152,0.0038907699684851884,45
153,0.0037708958526637684,48
154,0.0036550395182325984,52
155,0.0035430554879124923,46
156,0.0034348039413175605,35
157,0.0033301504799288064,56
158,0.0032289659024545086,35
159,0.0031311259900909014,51
160,0.003036511301220997,37
161,0.0029450069751118793,40
162,0.002856502544192642,55
163,0.002770891754515514,49
164,0.0026880723940221397,42
165,0.0026079461282556018,35
166,0.002530418343175942,39
167,0.002455397994753885,59
168,0.0023827974650329543,49
169,0.002312532424365203,43
170,0.002244521699540012,50
171,0.0021786871475388365,41
172,0.002114953534661473,51
173,0.0020532484207818093,41
174,0.001993502048502225,48
175,0.001935647236987084,44
176,0.0018796192802659067,51
177,0.0018253558498068651,53
178,0.0017727969011705612,39
179,0.0017218845845630116,38
180,0.001672563159115196,53
181,0.0016247789107247162,49
182,0.0015784800733025905,54
183,0.0015336167532757372,55
184,0.0014901408572024191,44
185,0.0014480060223646782,55
186,0.0014071675502079866,34
187,0.0013675823425043445,49
188,0.0013292088401206893,48
189,0.0012920069642800133,52
190,0.0012559380602075376,49
191,0.0012209648430594067,34
192,0.0011870513460358549,56
193,0.0011541628705853465,55
194,0.0011222659386103753,44
195,0.0010913282465896581,49
196,0.00106131862153525,53
197,0.0010322069787068605,41
198,0.0010039642810089943,47
199,0.0009765625,50
