applicant_ID,applicant_score,density
0,2.0,3791
1,1.892709159626884,3398
2,1.7916666282065918,2968
3,1.6964801101367704,2643
4,1.6067837064344037,2510
5,1.522236020841224,2237
6,1.442518410177724,2036
7,1.367333367327824,1910
8,1.2964030262225226,1762
9,1.2294677790887618,1546
10,1.166284997048393,1443
11,1.1066278458980352,1340
12,1.0502841895813335,1312
13,0.997055574485901,1237
14,0.9467562882642461,1071
15,0.8992124873955358,1047
16,0.8542613881781692,966
17,0.8117505162753781,969
18,0.7715370103315307,891
19,0.7334869755383984,864
20,0.6974748833617719,877
21,0.663383013941776,775
22,0.6311009379579405,711
23,0.6005250350043729,783
24,0.5715580457536372,670
25,0.5441086554017187,655
26,0.5180911060827094,646
27,0.49342483612183247,587
28,0.4700341441608015,603
29,0.447847876341289,607
30,0.4267991348718413,555
31,0.4068250064317694,546
32,0.3878663089834963,537
33,0.3698673556732718,550
34,0.3527757346000111,535
35,0.33654210332384976,502
36,0.32111999707065425,442
37,0.30646564966661816,472
38,0.2925378263089466,430
39,0.2792976673447797,470
40,0.2667085422916128,389
41,0.25473591338874174,421
42,0.24334720802127238,417
43,0.2325116994061721,449
44,0.22220039497416882,413
45,0.2123859319222005,408
46,0.20304247944894616,401
47,0.1941456472209056,411
48,0.18567239964881868,409
49,0.17760097558409924,392
50,0.16991081307261632,367
51,0.16258247882874227,394
52,0.15559760211629278,403
53,0.14893881274491383,409
54,0.14258968291081356,425
55,0.13653467262955768,352
56,0.1307590785261247,368
57,0.12524898576359145,378
58,0.11999122290684887,402
59,0.11497331953166996,351
60,0.11018346640238802,379
61,0.10561047805343976,332
62,0.10124375762118028,389
63,0.09707326378272074,338
64,0.09308947966816794,356
65,0.08928338362157433,364
66,0.08564642169422879,326
67,0.08217048176163352,344
68,0.07884786916271422,318
69,0.07567128376648741,324
70,0.07263379837764157,346
71,0.06972883839827733,357
72,0.06695016266845241,356
73,0.0642918454131986,320
74,0.06174825922836404,358
75,0.059314059041994376,330
76,0.056984166992036886,321
77,0.05475375816494015,339
78,0.052618247143264525,328
79,0.05057327531371189,331
80,0.04861469889006777,316
81,0.04673857760841831,295
82,0.044941164054690654,337
83,0.04321889358706793,343
84,0.04156837481817169,298
85,0.039986380624090774,325
86,0.03846983964937774,340
87,0.03701582827904411,334
88,0.03562156305037097,353
89,0.034284393479021666,353
90,0.03300179527550448,316
91,0.03177136392949404,338
92,0.03059080864088876,327
93,0.02945794657776065,322
94,0.028370697442552793,330
95,0.027327078329001303,288
96,0.026325198853310392,319
97,0.025363256544094017,315
98,0.024439532476520056,304
99,0.02355238713695806,320
100,0.022700256505242832,337
101,0.021881648342426695,305
102,0.021095138672605873,319
103,0.020339368448076288,330
104,0.019613040387701227,289
105,0.018914915978963446,324
106,0.018243812634726655,294
107,0.017598600996250737,329
108,0.01697820237449334,304
109,0.016381586322188228,321
110,0.015807768329621077,287
111,0.015255807637428022,323
112,0.01472480516012253,311
113,0.01421390151441337,321
114,0.013722275146712396,296
115,0.013249140554547017,315
116,0.012793746596889474,303
117,0.012355374888694513,306
118,0.01193333827520056,316
119,0.011526979381796624,303
120,0.01113566923549084,316
121,0.010758805954235916,330
122,0.01039581350057329,306
123,0.010046140496252949,294
124,0.009709259094668526,294
125,0.009384663908121352,312
126,0.00907187098708899,338
127,0.008770416848827423,302
128,0.008479857552781817,312
129,0.008199767820415928,330
130,0.007929740197199933,289
131,0.0076693842546176815,292
132,0.0074183258301684695,335
133,0.0071762063034474174,302
134,0.006942681906489845,281
135,0.006717423066661513,304
136,0.006500113780467986,303
137,0.006290451016741583,335
138,0.006088144147745998,322
139,0.005892914406815054,311
140,0.00570449437121438,286
141,0.0055226274689835035,268
142,0.005347067508580153,309
143,0.005177578230209714,319
144,0.005013932877780876,311
145,0.004855913790482706,312
146,0.004703312013030219,302
147,0.004555926923674576,272
148,0.004413565879119766,334
149,0.00427604387553196,298
150,0.004143183224868696,299
151,0.004014813245794293,310
152,0.0038907699684851884,337
153,0.0037708958526637684,320
154,0.0036550395182325984,304
155,0.0035430554879124923,314
156,0.0034348039413175605,315
157,0.0033301504799288064,286
158,0.0032289659024545086,302
159,0.0031311259900909014,288
160,0.003036511301220997,290
161,0.0029450069751118793,294
162,0.002856502544192642,315
163,0.002770891754515514,326
164,0.0026880723940221397,309
165,0.0026079461282556018,328
166,0.002530418343175942,318
167,0.002455397994753885,323
168,0.0023827974650329543,295
169,0.002312532424365203,322
170,0.002244521699540012,303
171,0.0021786871475388365,284
172,0.002114953534661473,274
173,0.0020532484207818093,349
174,0.001993502048502225,324
175,0.001935647236987084,272
176,0.0018796192802659067,284
177,0.0018253558498068651,334
178,0.0017727969011705612,282
179,0.0017218845845630116,311
180,0.001672563159115196,326
181,0.0016247789107247162,304
182,0.0015784800733025905,317
183,0.0015336167532757372,300
184,0.0014901408572024191,329
185,0.0014480060223646782,313
186,0.0014071675502079866,317
187,0.0013675823425043445,306
188,0.0013292088401206893,311
189,0.0012920069642800133,322
190,0.0012559380602075376,300
191,0.0012209648430594067,265
192,0.0011870513460358549,291
193,0.0011541628705853465,296
194,0.0011222659386103753,334
195,0.0010913282465896581,279
196,0.00106131862153525,315
197,0.0010322069787068605,306
198,0.0010039642810089943,312
199,0.0009765625,311
