applicant_ID,applicant_score,density
0,2.0,22128
1,1.892709159626884,16977
2,1.7916666282065918,13245
3,1.6964801101367704,10146
4,1.6067837064344037,7880
5,1.522236020841224,6103
6,1.442518410177724,4653
7,1.367333367327824,3664
8,1.2964030262225226,2856
9,1.2294677790887618,2286
10,1.166284997048393,1777
11,1.1066278458980352,1409
12,1.0502841895813335,1078
13,0.997055574485901,907
14,0.9467562882642461,683
15,0.8992124873955358,592
16,0.8542613881781692,517
17,0.8117505162753781,392
18,0.7715370103315307,334
19,0.7334869755383984,258
20,0.6974748833617719,213
21,0.663383013941776,186
22,0.6311009379579405,157
23,0.6005250350043729,135
24,0.5715580457536372,97
25,0.5441086554017187,90
26,0.5180911060827094,81
27,0.49342483612183247,65
28,0.4700341441608015,55
29,0.447847876341289,55
30,0.4267991348718413,53
31,0.4068250064317694,43
32,0.3878663089834963,38
33,0.3698673556732718,35
34,0.3527757346000111,37
35,0.33654210332384976,30
36,0.32111999707065425,23
37,0.30646564966661816,19
38,0.2925378263089466,25
39,0.2792976673447797,18
40,0.2667085422916128,16
41,0.25473591338874174,17
42,0.24334720802127238,17
43,0.2325116994061721,16
44,0.22220039497416882,11
45,0.2123859319222005,15
46,0.20304247944894616,8
47,0.1941456472209056,14
48,0.18567239964881868,17
49,0.17760097558409924,14
50,0.16991081307261632,6
51,0.16258247882874227,9
52,0.15559760211629278,4
53,0.14893881274491383,3
54,0.14258968291081356,9
55,0.13653467262955768,14
56,0.1307590785261247,3
57,0.12524898576359145,7
58,0.11999122290684887,4
59,0.11497331953166996,10
60,0.11018346640238802,9
61,0.10561047805343976,5
62,0.10124375762118028,5
63,0.09707326378272074,6
64,0.09308947966816794,8
65,0.08928338362157433,5
66,0.08564642169422879,6
67,0.08217048176163352,5
68,0.07884786916271422,7
69,0.07567128376648741,3
70,0.07263379837764157,6
71,0.06972883839827733,1
72,0.06695016266845241,4
73,0.0642918454131986,2
74,0.06174825922836404,2
75,0.059314059041994376,3
76,0.056984166992036886,5
77,0.05475375816494015,3
78,0.052618247143264525,5
79,0.05057327531371189,4
80,0.04861469889006777,3
81,0.04673857760841831,2
82,0.044941164054690654,7
83,0.04321889358706793,0
84,0.04156837481817169,4
85,0.039986380624090774,5
86,0.03846983964937774,3
87,0.03701582827904411,2
88,0.03562156305037097,4
89,0.034284393479021666,1
90,0.03300179527550448,2
91,0.03177136392949404,2
92,0.03059080864088876,3
93,0.02945794657776065,5
94,0.028370697442552793,4
95,0.027327078329001303,0
96,0.026325198853310392,2
97,0.025363256544094017,3
98,0.024439532476520056,4
99,0.02355238713695806,4
100,0.022700256505242832,1
101,0.021881648342426695,1
102,0.021095138672605873,3
103,0.020339368448076288,5
104,0.019613040387701227,5
105,0.018914915978963446,3
106,0.018243812634726655,3
107,0.017598600996250737,5
108,0.01697820237449334,2
109,0.016381586322188228,5
110,0.015807768329621077,5
111,0.015255807637428022,2
112,0.01472480516012253,1
113,0.01421390151441337,2
114,0.013722275146712396,3
115,0.013249140554547017,6
116,0.012793746596889474,1
117,0.012355374888694513,8
118,0.01193333827520056,8
119,0.011526979381796624,0
120,0.01113566923549084,4
121,0.010758805954235916,1
122,0.01039581350057329,1
123,0.010046140496252949,1
124,0.009709259094668526,4
125,0.009384663908121352,2
126,0.00907187098708899,3
127,0.008770416848827423,3
128,0.008479857552781817,5
129,0.008199767820415928,1
130,0.007929740197199933,3
131,0.0076693842546176815,4
132,0.0074183258301684695,2
133,0.0071762063034474174,4
134,0.006942681906489845,2
135,0.006717423066661513,1
136,0.006500113780467986,1
137,0.006290451016741583,4
138,0.006088144147745998,3
139,0.005892914406815054,2
140,0.00570449437121438,5
141,0.0055226274689835035,1
142,0.005347067508580153,0
143,0.005177578230209714,1
144,0.005013932877780876,6
145,0.004855913790482706,1
146,0.004703312013030219,5
147,0.004555926923674576,3
148,0.004413565879119766,3
149,0.00427604387553196,5
150,0.004143183224868696,3
151,0.004014813245794293,5
152,0.0038907699684851884,2
153,0.0037708958526637684,1
154,0.0036550395182325984,2
155,0.0035430554879124923,1
156,0.0034348039413175605,5
157,0.0033301504799288064,3
158,0.0032289659024545086,4
159,0.0031311259900909014,1
160,0.003036511301220997,4
161,0.0029450069751118793,4
162,0.002856502544192642,3
163,0.002770891754515514,5
164,0.0026880723940221397,2
165,0.0026079461282556018,5
166,0.002530418343175942,1
167,0.002455397994753885,3
168,0.0023827974650329543,3
169,0.002312532424365203,1
170,0.002244521699540012,4
171,0.0021786871475388365,3
172,0.002114953534661473,2
173,0.0020532484207818093,3
174,0.001993502048502225,5
175,0.001935647236987084,5
176,0.0018796192802659067,1
177,0.0018253558498068651,4
178,0.0017727969011705612,1
179,0.0017218845845630116,4
180,0.001672563159115196,3
181,0.0016247789107247162,7
182,0.0015784800733025905,3
183,0.0015336167532757372,2
184,0.0014901408572024191,4
185,0.0014480060223646782,1
186,0.0014071675502079866,0
187,0.0013675823425043445,3
188,0.0013292088401206893,3
189,0.0012920069642800133,1
190,0.0012559380602075376,6
191,0.0012209648430594067,1
192,0.0011870513460358549,4
193,0.0011541628705853465,2
194,0.0011222659386103753,0
195,0.0010913282465896581,1
196,0.00106131862153525,0
197,0.0010322069787068605,4
198,0.0010039642810089943,2
199,0.0009765625,5
